src_id,ad_cate,date,converted
254,2,2021-08-17,0
860,222,2021-08-17,0
14,391,2021-08-17,0
814,76,2021-08-17,0
333,446,2021-08-17,0
6,236,2021-08-17,0
837,198,2021-08-17,0
62,407,2021-08-17,0
946,487,2021-08-17,0
146,22,2021-08-17,0
622,390,2021-08-17,0
432,52,2021-08-17,0
182,320,2021-08-17,0
10,194,2021-08-17,0
59,475,2021-08-17,1
790,377,2021-08-17,0
483,403,2021-08-17,0
241,338,2021-08-17,0
985,431,2021-08-17,0
614,165,2021-08-17,0
695,496,2021-08-17,0
103,129,2021-08-17,0
909,352,2021-08-17,0
582,59,2021-08-17,0
978,402,2021-08-17,0
203,30,2021-08-17,1
672,474,2021-08-17,0
574,434,2021-08-17,1
771,7,2021-08-17,0
613,25,2021-08-17,0
275,348,2021-08-17,0
669,100,2021-08-17,0
463,180,2021-08-17,0
512,212,2021-08-17,0
369,237,2021-08-17,0
545,417,2021-08-17,0
966,396,2021-08-17,0
149,427,2021-08-17,1
9,220,2021-08-17,0
718,169,2021-08-17,0
405,457,2021-08-17,1
675,313,2021-08-17,0
128,426,2021-08-17,0
762,168,2021-08-17,0
659,226,2021-08-17,1
150,205,2021-08-17,0
64,212,2021-08-17,0
859,213,2021-08-17,1
638,258,2021-08-17,0
590,11,2021-08-17,0
964,353,2021-08-17,0
234,70,2021-08-17,0
247,144,2021-08-17,0
453,475,2021-08-17,0
410,61,2021-08-17,0
313,425,2021-08-17,0
99,371,2021-08-17,0
301,25,2021-08-17,0
160,411,2021-08-17,0
989,174,2021-08-17,0
122,142,2021-08-17,0
287,221,2021-08-17,0
418,217,2021-08-17,0
181,495,2021-08-17,0
875,6,2021-08-17,0
93,339,2021-08-17,0
899,496,2021-08-17,0
356,441,2021-08-17,0
195,314,2021-08-17,0
593,3,2021-08-17,0
189,397,2021-08-17,0
744,470,2021-08-17,0
747,151,2021-08-17,1
42,379,2021-08-17,0
812,81,2021-08-17,0
197,274,2021-08-17,0
683,205,2021-08-17,0
151,202,2021-08-17,1
367,185,2021-08-17,0
540,154,2021-08-17,0
0,390,2021-08-17,0
952,416,2021-08-17,0
179,113,2021-08-17,0
937,204,2021-08-17,0
964,215,2021-08-17,0
521,333,2021-08-17,0
272,314,2021-08-17,0
774,491,2021-08-17,0
989,235,2021-08-17,1
150,227,2021-08-17,0
602,440,2021-08-17,0
899,441,2021-08-17,0
863,412,2021-08-17,0
966,4,2021-08-17,0
247,489,2021-08-17,0
626,244,2021-08-17,0
612,362,2021-08-17,0
414,256,2021-08-17,1
923,466,2021-08-17,0
437,15,2021-08-17,0
108,189,2021-08-17,0
766,368,2021-08-17,0
269,378,2021-08-17,0
437,389,2021-08-17,1
712,102,2021-08-17,0
323,482,2021-08-17,0
868,368,2021-08-17,0
536,176,2021-08-17,0
143,316,2021-08-17,0
543,448,2021-08-17,1
457,53,2021-08-17,0
72,158,2021-08-17,0
256,443,2021-08-17,0
474,278,2021-08-17,1
572,474,2021-08-17,0
923,275,2021-08-17,0
149,284,2021-08-17,0
444,203,2021-08-17,0
562,160,2021-08-17,0
472,111,2021-08-17,0
919,427,2021-08-17,0
27,66,2021-08-17,0
165,171,2021-08-17,1
778,30,2021-08-17,0
998,147,2021-08-17,0
200,91,2021-08-17,1
436,319,2021-08-17,0
386,463,2021-08-17,0
4,188,2021-08-17,0
415,424,2021-08-17,0
611,371,2021-08-17,1
43,91,2021-08-17,0
504,204,2021-08-17,0
366,425,2021-08-17,0
391,333,2021-08-17,0
963,339,2021-08-17,1
670,187,2021-08-17,1
766,9,2021-08-17,1
554,499,2021-08-17,0
723,252,2021-08-17,0
35,419,2021-08-17,0
504,337,2021-08-17,0
977,243,2021-08-17,1
892,421,2021-08-17,0
72,382,2021-08-17,0
937,144,2021-08-17,0
976,241,2021-08-17,0
533,321,2021-08-17,0
182,87,2021-08-17,0
496,380,2021-08-17,0
296,219,2021-08-17,0
900,492,2021-08-17,1
605,222,2021-08-17,0
44,89,2021-08-17,0
635,0,2021-08-17,0
516,227,2021-08-17,0
196,265,2021-08-17,0
567,356,2021-08-17,0
176,482,2021-08-17,0
26,229,2021-08-17,0
504,404,2021-08-17,1
573,204,2021-08-17,0
605,296,2021-08-17,0
17,441,2021-08-17,0
807,267,2021-08-17,0
979,209,2021-08-17,0
905,476,2021-08-17,1
128,444,2021-08-17,0
253,407,2021-08-17,0
494,88,2021-08-17,0
919,350,2021-08-17,1
357,489,2021-08-17,1
384,441,2021-08-17,0
959,209,2021-08-17,0
573,272,2021-08-17,0
489,40,2021-08-17,0
552,355,2021-08-17,0
303,134,2021-08-17,0
744,267,2021-08-17,0
124,473,2021-08-17,0
154,352,2021-08-17,0
760,478,2021-08-17,0
76,70,2021-08-17,0
460,451,2021-08-17,0
547,86,2021-08-17,0
517,228,2021-08-17,0
716,230,2021-08-17,0
867,24,2021-08-17,0
861,287,2021-08-17,0
688,148,2021-08-17,0
783,196,2021-08-17,0
678,81,2021-08-17,0
691,239,2021-08-17,0
43,271,2021-08-17,0
548,303,2021-08-17,0
22,59,2021-08-17,0
957,102,2021-08-17,0
384,68,2021-08-17,0
505,68,2021-08-17,0
630,80,2021-08-17,0
907,389,2021-08-17,1
191,50,2021-08-17,0
732,161,2021-08-17,0
588,20,2021-08-17,0
352,252,2021-08-17,1
108,268,2021-08-17,0
458,305,2021-08-17,0
742,258,2021-08-17,0
760,164,2021-08-17,0
834,88,2021-08-17,0
512,85,2021-08-17,0
17,241,2021-08-17,0
220,265,2021-08-17,0
790,97,2021-08-17,0
595,275,2021-08-17,0
684,101,2021-08-17,0
241,156,2021-08-17,0
67,376,2021-08-17,0
726,452,2021-08-17,0
628,267,2021-08-17,0
351,78,2021-08-17,0
806,196,2021-08-17,0
995,277,2021-08-17,0
165,230,2021-08-17,0
396,475,2021-08-17,0
192,348,2021-08-17,0
30,363,2021-08-17,0
158,451,2021-08-17,0
356,65,2021-08-17,0
340,493,2021-08-17,0
376,117,2021-08-17,0
131,388,2021-08-17,0
385,115,2021-08-17,1
188,446,2021-08-17,0
166,199,2021-08-17,0
699,426,2021-08-17,1
913,244,2021-08-17,0
772,302,2021-08-17,0
763,116,2021-08-17,1
18,378,2021-08-17,0
389,195,2021-08-17,0
438,82,2021-08-17,0
237,422,2021-08-17,0
181,276,2021-08-17,1
474,402,2021-08-17,0
630,142,2021-08-17,0
751,321,2021-08-17,0
474,109,2021-08-17,0
166,304,2021-08-17,0
40,171,2021-08-17,0
413,1,2021-08-17,0
206,468,2021-08-17,0
812,368,2021-08-17,0
38,334,2021-08-17,1
209,68,2021-08-17,0
766,228,2021-08-17,0
438,263,2021-08-17,1
852,329,2021-08-17,0
49,224,2021-08-17,0
59,423,2021-08-17,0
857,296,2021-08-17,0
781,49,2021-08-17,0
358,218,2021-08-17,0
126,353,2021-08-17,0
446,493,2021-08-17,0
706,294,2021-08-17,0
625,496,2021-08-17,1
242,166,2021-08-17,0
663,242,2021-08-17,1
198,19,2021-08-17,0
814,11,2021-08-17,0
702,269,2021-08-17,1
631,66,2021-08-17,0
637,332,2021-08-17,0
609,365,2021-08-17,0
135,107,2021-08-17,0
826,11,2021-08-17,0
881,240,2021-08-17,1
615,65,2021-08-17,0
18,244,2021-08-17,1
53,406,2021-08-17,0
788,64,2021-08-17,0
155,32,2021-08-17,0
750,141,2021-08-17,1
475,338,2021-08-17,0
40,14,2021-08-17,0
573,430,2021-08-17,0
687,300,2021-08-17,0
470,307,2021-08-17,0
93,135,2021-08-17,0
357,488,2021-08-17,0
750,84,2021-08-17,0
330,244,2021-08-17,0
942,499,2021-08-17,1
972,286,2021-08-17,0
548,199,2021-08-17,0
972,6,2021-08-17,0
43,73,2021-08-17,0
330,386,2021-08-17,0
313,447,2021-08-17,0
440,318,2021-08-17,1
130,368,2021-08-17,0
942,5,2021-08-17,0
182,491,2021-08-17,1
657,195,2021-08-17,0
413,415,2021-08-17,0
386,277,2021-08-17,0
130,152,2021-08-17,0
385,225,2021-08-17,0
155,246,2021-08-17,0
478,244,2021-08-17,0
372,57,2021-08-17,0
560,104,2021-08-17,0
246,264,2021-08-17,0
155,169,2021-08-17,0
357,322,2021-08-17,0
919,276,2021-08-17,0
50,454,2021-08-17,0
647,255,2021-08-17,0
999,251,2021-08-17,0
688,195,2021-08-17,0
286,275,2021-08-17,0
333,105,2021-08-17,0
553,128,2021-08-17,0
190,67,2021-08-17,0
688,124,2021-08-17,0
317,68,2021-08-17,0
38,241,2021-08-17,0
639,58,2021-08-17,0
836,53,2021-08-17,1
567,14,2021-08-17,0
443,267,2021-08-17,0
7,214,2021-08-17,0
271,435,2021-08-17,1
760,277,2021-08-17,0
294,168,2021-08-17,0
968,51,2021-08-17,0
294,78,2021-08-17,0
538,205,2021-08-17,0
352,483,2021-08-17,0
590,317,2021-08-17,0
426,80,2021-08-17,0
42,153,2021-08-17,0
969,134,2021-08-17,0
144,447,2021-08-17,0
883,273,2021-08-17,0
675,254,2021-08-17,1
430,29,2021-08-17,0
166,137,2021-08-17,0
34,74,2021-08-17,0
821,250,2021-08-17,0
453,387,2021-08-17,0
168,338,2021-08-17,0
813,346,2021-08-17,0
688,406,2021-08-17,0
877,176,2021-08-17,0
159,474,2021-08-17,0
177,343,2021-08-17,0
44,294,2021-08-17,0
440,104,2021-08-17,0
501,93,2021-08-17,0
667,312,2021-08-17,0
340,375,2021-08-17,0
607,409,2021-08-17,0
826,2,2021-08-17,0
780,393,2021-08-17,0
38,1,2021-08-17,0
615,273,2021-08-17,0
834,488,2021-08-17,0
232,438,2021-08-17,0
998,338,2021-08-17,0
559,187,2021-08-17,0
890,89,2021-08-17,0
255,121,2021-08-17,0
117,214,2021-08-17,0
816,219,2021-08-17,0
148,260,2021-08-17,0
867,265,2021-08-17,0
947,182,2021-08-17,0
360,447,2021-08-17,1
422,362,2021-08-17,0
663,43,2021-08-17,0
598,174,2021-08-17,0
259,164,2021-08-17,1
607,141,2021-08-17,1
571,40,2021-08-17,0
957,328,2021-08-17,0
490,174,2021-08-17,0
900,441,2021-08-17,0
881,448,2021-08-17,0
782,315,2021-08-17,0
872,256,2021-08-17,0
185,106,2021-08-17,0
238,174,2021-08-17,0
157,108,2021-08-17,0
73,207,2021-08-17,0
897,92,2021-08-17,0
390,243,2021-08-17,0
3,300,2021-08-17,0
844,411,2021-08-17,0
644,298,2021-08-17,0
516,449,2021-08-17,0
471,239,2021-08-17,0
126,355,2021-08-17,0
780,298,2021-08-17,0
389,217,2021-08-17,0
825,430,2021-08-17,0
554,360,2021-08-17,0
683,215,2021-08-17,0
300,33,2021-08-17,0
778,151,2021-08-17,0
176,463,2021-08-17,0
338,51,2021-08-17,0
625,321,2021-08-17,0
636,101,2021-08-17,0
590,152,2021-08-17,0
149,123,2021-08-17,1
363,360,2021-08-17,0
817,396,2021-08-17,0
965,497,2021-08-17,0
418,335,2021-08-17,0
771,497,2021-08-17,0
341,160,2021-08-17,0
910,301,2021-08-17,0
433,301,2021-08-17,0
710,434,2021-08-17,0
503,453,2021-08-17,0
732,396,2021-08-17,0
624,270,2021-08-17,0
83,396,2021-08-17,1
452,490,2021-08-17,0
473,494,2021-08-17,0
80,267,2021-08-17,0
794,345,2021-08-17,0
584,41,2021-08-17,0
241,132,2021-08-17,0
718,168,2021-08-17,0
780,106,2021-08-17,0
891,242,2021-08-17,0
991,185,2021-08-17,0
538,472,2021-08-17,0
736,495,2021-08-17,0
170,469,2021-08-17,0
459,223,2021-08-17,0
333,439,2021-08-17,0
849,147,2021-08-17,0
645,42,2021-08-17,1
646,300,2021-08-17,0
891,207,2021-08-17,0
972,345,2021-08-17,0
668,182,2021-08-17,0
235,433,2021-08-17,0
429,186,2021-08-17,0
892,48,2021-08-17,0
807,485,2021-08-17,0
16,253,2021-08-17,0
249,474,2021-08-17,0
557,475,2021-08-17,0
416,37,2021-08-17,0
979,111,2021-08-17,0
653,6,2021-08-17,0
795,124,2021-08-17,0
236,92,2021-08-17,0
375,21,2021-08-17,0
954,274,2021-08-17,0
437,155,2021-08-17,0
665,439,2021-08-17,1
969,292,2021-08-17,0
354,96,2021-08-17,0
108,37,2021-08-17,0
13,192,2021-08-17,0
219,498,2021-08-17,1
415,354,2021-08-17,0
494,179,2021-08-17,0
229,471,2021-08-17,0
369,323,2021-08-17,0
163,56,2021-08-17,0
267,130,2021-08-17,0
197,442,2021-08-17,0
433,430,2021-08-17,0
502,450,2021-08-17,0
61,213,2021-08-17,0
72,134,2021-08-17,0
627,398,2021-08-17,0
633,432,2021-08-17,0
576,126,2021-08-17,0
878,5,2021-08-17,0
676,483,2021-08-17,0
440,229,2021-08-17,0
585,232,2021-08-17,0
853,459,2021-08-17,0
452,314,2021-08-17,0
340,449,2021-08-17,0
269,374,2021-08-17,0
701,316,2021-08-17,0
2,100,2021-08-17,0
373,147,2021-08-17,0
318,131,2021-08-17,0
755,264,2021-08-17,0
941,43,2021-08-17,1
691,461,2021-08-17,0
612,249,2021-08-17,0
443,175,2021-08-17,0
616,433,2021-08-17,0
104,212,2021-08-17,0
274,390,2021-08-17,0
747,264,2021-08-17,0
709,285,2021-08-17,0
948,98,2021-08-17,0
913,228,2021-08-17,0
220,167,2021-08-17,0
633,486,2021-08-17,0
542,39,2021-08-17,0
94,240,2021-08-17,0
375,486,2021-08-17,0
676,1,2021-08-17,0
49,239,2021-08-17,0
989,142,2021-08-17,0
203,227,2021-08-17,0
921,308,2021-08-17,0
132,226,2021-08-17,0
124,380,2021-08-17,0
529,247,2021-08-17,1
924,355,2021-08-17,0
333,411,2021-08-17,0
679,308,2021-08-17,0
680,375,2021-08-17,0
354,114,2021-08-17,0
380,62,2021-08-17,0
346,348,2021-08-17,0
743,93,2021-08-17,1
589,2,2021-08-17,0
653,237,2021-08-17,0
268,249,2021-08-17,0
998,210,2021-08-17,0
240,235,2021-08-17,0
91,6,2021-08-17,0
608,343,2021-08-17,0
228,141,2021-08-17,0
888,386,2021-08-17,1
739,302,2021-08-17,1
231,430,2021-08-17,0
331,482,2021-08-17,0
437,378,2021-08-17,0
631,202,2021-08-17,0
417,112,2021-08-17,0
91,123,2021-08-17,0
192,444,2021-08-17,0
516,191,2021-08-17,0
469,314,2021-08-17,0
978,48,2021-08-17,0
324,191,2021-08-17,0
479,102,2021-08-17,0
624,133,2021-08-17,0
987,126,2021-08-17,0
400,202,2021-08-17,0
955,406,2021-08-17,0
302,431,2021-08-17,0
976,9,2021-08-17,0
871,177,2021-08-17,0
118,66,2021-08-17,0
345,31,2021-08-17,0
470,94,2021-08-17,0
849,287,2021-08-17,0
322,142,2021-08-17,0
305,29,2021-08-17,0
566,145,2021-08-17,0
541,224,2021-08-17,0
254,158,2021-08-17,0
302,62,2021-08-17,0
163,413,2021-08-17,0
475,116,2021-08-17,1
636,136,2021-08-17,0
225,499,2021-08-17,0
28,45,2021-08-17,1
644,378,2021-08-17,0
383,345,2021-08-17,0
589,274,2021-08-17,1
724,217,2021-08-17,0
248,405,2021-08-17,0
326,264,2021-08-17,0
548,406,2021-08-17,0
863,14,2021-08-17,0
945,314,2021-08-17,0
550,295,2021-08-17,0
966,455,2021-08-17,0
174,122,2021-08-17,0
798,483,2021-08-17,0
213,23,2021-08-17,0
453,341,2021-08-17,1
986,400,2021-08-17,1
362,149,2021-08-17,0
602,434,2021-08-17,0
233,235,2021-08-17,0
184,164,2021-08-17,1
609,79,2021-08-17,0
571,466,2021-08-17,0
286,200,2021-08-17,0
660,75,2021-08-17,0
152,469,2021-08-17,0
65,31,2021-08-17,0
692,125,2021-08-17,1
608,40,2021-08-17,1
486,35,2021-08-17,0
803,245,2021-08-17,0
199,155,2021-08-17,0
201,413,2021-08-17,0
60,248,2021-08-17,0
108,14,2021-08-17,0
166,156,2021-08-17,0
815,439,2021-08-17,1
39,384,2021-08-17,0
752,227,2021-08-17,0
280,320,2021-08-17,0
205,265,2021-08-17,0
189,179,2021-08-17,0
792,15,2021-08-17,0
908,262,2021-08-17,0
84,117,2021-08-17,0
356,492,2021-08-17,0
187,245,2021-08-17,0
701,355,2021-08-17,0
646,224,2021-08-17,0
229,412,2021-08-17,0
687,336,2021-08-17,0
343,136,2021-08-17,0
271,273,2021-08-17,0
874,246,2021-08-17,1
711,484,2021-08-17,0
608,227,2021-08-17,0
693,494,2021-08-17,0
460,232,2021-08-17,0
534,421,2021-08-17,0
286,478,2021-08-17,0
219,258,2021-08-17,0
711,236,2021-08-17,0
77,204,2021-08-17,0
898,230,2021-08-17,0
811,410,2021-08-17,0
11,371,2021-08-17,0
102,319,2021-08-17,0
597,406,2021-08-17,0
51,55,2021-08-17,0
371,315,2021-08-17,1
524,446,2021-08-17,0
608,13,2021-08-17,0
559,193,2021-08-17,0
198,176,2021-08-17,0
693,19,2021-08-17,0
422,443,2021-08-17,0
510,311,2021-08-17,0
739,451,2021-08-17,0
909,412,2021-08-17,0
554,173,2021-08-17,0
562,219,2021-08-17,0
478,9,2021-08-17,0
162,233,2021-08-17,0
517,478,2021-08-17,0
552,24,2021-08-17,0
950,394,2021-08-17,0
933,181,2021-08-17,0
788,360,2021-08-17,0
743,333,2021-08-17,0
621,387,2021-08-17,0
769,394,2021-08-17,0
589,322,2021-08-17,1
734,117,2021-08-17,0
614,454,2021-08-17,0
449,13,2021-08-17,0
929,126,2021-08-17,0
322,205,2021-08-17,0
384,255,2021-08-17,1
176,453,2021-08-17,0
127,492,2021-08-17,0
8,492,2021-08-17,0
221,295,2021-08-17,0
779,371,2021-08-17,0
43,324,2021-08-17,0
780,63,2021-08-17,0
161,233,2021-08-17,0
862,79,2021-08-17,0
902,103,2021-08-17,0
661,371,2021-08-17,0
527,184,2021-08-17,0
624,49,2021-08-17,0
646,76,2021-08-17,0
289,74,2021-08-17,0
16,215,2021-08-17,0
144,198,2021-08-17,0
309,326,2021-08-17,1
291,174,2021-08-17,0
52,370,2021-08-17,0
300,473,2021-08-17,0
282,326,2021-08-17,0
985,196,2021-08-17,0
222,6,2021-08-17,0
904,345,2021-08-17,0
907,89,2021-08-17,0
750,245,2021-08-17,0
326,160,2021-08-17,0
931,105,2021-08-17,0
507,224,2021-08-17,0
940,301,2021-08-17,0
574,184,2021-08-17,0
283,51,2021-08-17,0
284,305,2021-08-17,0
498,245,2021-08-17,0
596,83,2021-08-17,0
984,320,2021-08-17,0
186,338,2021-08-17,0
186,384,2021-08-17,0
468,211,2021-08-17,0
129,223,2021-08-17,0
378,356,2021-08-17,1
549,261,2021-08-17,0
897,305,2021-08-17,0
676,78,2021-08-17,0
405,257,2021-08-17,0
706,375,2021-08-17,0
928,174,2021-08-17,0
678,188,2021-08-17,0
494,167,2021-08-17,0
579,146,2021-08-17,0
16,151,2021-08-17,0
99,393,2021-08-17,0
875,424,2021-08-17,0
555,352,2021-08-17,0
96,348,2021-08-17,0
321,297,2021-08-17,0
90,492,2021-08-17,1
353,50,2021-08-17,0
543,348,2021-08-17,0
390,407,2021-08-17,0
63,374,2021-08-17,0
871,96,2021-08-17,0
564,180,2021-08-17,0
447,392,2021-08-17,0
521,399,2021-08-17,0
109,173,2021-08-17,0
314,235,2021-08-17,0
616,27,2021-08-17,0
42,14,2021-08-17,1
460,51,2021-08-17,0
599,240,2021-08-17,0
54,12,2021-08-17,0
987,147,2021-08-17,0
21,227,2021-08-17,0
499,161,2021-08-17,0
67,476,2021-08-17,0
970,486,2021-08-17,0
526,142,2021-08-17,0
377,241,2021-08-17,0
827,415,2021-08-17,0
660,84,2021-08-17,0
305,31,2021-08-17,0
549,219,2021-08-17,0
73,388,2021-08-17,0
597,138,2021-08-17,1
455,7,2021-08-17,0
204,407,2021-08-17,0
662,291,2021-08-17,0
952,105,2021-08-17,0
875,477,2021-08-17,0
738,316,2021-08-17,1
183,446,2021-08-17,0
462,399,2021-08-17,0
641,273,2021-08-17,0
644,335,2021-08-17,0
830,95,2021-08-17,0
413,232,2021-08-17,0
755,239,2021-08-17,0
912,375,2021-08-17,0
967,485,2021-08-17,0
487,318,2021-08-17,0
709,181,2021-08-17,0
697,31,2021-08-17,0
671,284,2021-08-17,0
639,325,2021-08-17,0
629,197,2021-08-17,0
361,197,2021-08-17,0
620,301,2021-08-17,0
568,339,2021-08-17,0
735,20,2021-08-17,0
642,96,2021-08-17,0
797,317,2021-08-17,0
250,444,2021-08-17,0
777,143,2021-08-17,0
402,6,2021-08-17,0
356,434,2021-08-17,0
664,280,2021-08-17,1
924,108,2021-08-17,0
847,298,2021-08-17,0
473,419,2021-08-17,0
815,215,2021-08-17,0
510,380,2021-08-17,0
399,286,2021-08-17,0
121,300,2021-08-17,0
393,292,2021-08-17,0
497,357,2021-08-17,0
912,147,2021-08-17,0
854,7,2021-08-17,0
873,324,2021-08-17,1
173,413,2021-08-17,0
613,41,2021-08-17,0
456,169,2021-08-17,0
13,497,2021-08-17,0
642,170,2021-08-17,0
775,23,2021-08-17,0
994,268,2021-08-17,0
756,44,2021-08-17,0
833,375,2021-08-17,0
496,303,2021-08-17,0
848,250,2021-08-17,0
156,419,2021-08-17,0
463,209,2021-08-17,1
563,114,2021-08-17,0
396,492,2021-08-17,0
834,302,2021-08-17,0
390,149,2021-08-17,0
769,493,2021-08-17,0
421,142,2021-08-17,0
627,246,2021-08-17,1
964,465,2021-08-17,0
304,363,2021-08-17,0
644,262,2021-08-17,0
220,488,2021-08-17,0
820,236,2021-08-17,0
214,459,2021-08-17,0
28,310,2021-08-17,0
59,294,2021-08-17,0
203,125,2021-08-17,0
672,234,2021-08-17,0
445,11,2021-08-17,0
128,53,2021-08-17,0
593,438,2021-08-17,0
354,81,2021-08-17,0
88,358,2021-08-17,0
717,63,2021-08-17,0
341,211,2021-08-17,0
585,360,2021-08-17,0
560,479,2021-08-17,0
683,63,2021-08-17,0
721,351,2021-08-17,0
547,315,2021-08-17,0
686,363,2021-08-17,0
775,311,2021-08-17,0
347,414,2021-08-17,0
793,318,2021-08-17,0
608,94,2021-08-17,0
661,290,2021-08-17,0
806,430,2021-08-17,0
532,305,2021-08-17,0
637,418,2021-08-17,0
285,180,2021-08-17,0
69,344,2021-08-17,0
513,344,2021-08-17,0
658,209,2021-08-17,0
140,204,2021-08-17,0
681,472,2021-08-17,0
829,95,2021-08-17,0
299,491,2021-08-17,0
980,274,2021-08-17,0
189,130,2021-08-17,0
263,110,2021-08-17,1
895,290,2021-08-17,1
674,492,2021-08-17,0
633,102,2021-08-17,0
511,45,2021-08-17,1
604,130,2021-08-17,0
982,289,2021-08-17,0
829,101,2021-08-17,0
729,449,2021-08-17,0
541,387,2021-08-17,0
528,327,2021-08-17,0
875,345,2021-08-17,0
771,272,2021-08-17,0
730,324,2021-08-17,0
371,348,2021-08-17,0
839,453,2021-08-17,0
607,35,2021-08-17,0
286,281,2021-08-17,0
634,331,2021-08-17,0
195,98,2021-08-17,0
698,295,2021-08-17,0
956,33,2021-08-17,0
384,246,2021-08-17,1
934,279,2021-08-17,0
883,242,2021-08-17,0
929,282,2021-08-17,0
299,159,2021-08-17,0
844,270,2021-08-17,1
844,250,2021-08-17,1
366,311,2021-08-17,0
463,103,2021-08-17,0
842,105,2021-08-17,0
337,204,2021-08-17,0
478,168,2021-08-17,0
489,466,2021-08-17,0
617,385,2021-08-17,0
885,39,2021-08-17,0
28,320,2021-08-17,0
503,183,2021-08-17,0
30,18,2021-08-17,0
584,402,2021-08-17,0
781,68,2021-08-17,0
868,260,2021-08-17,0
384,458,2021-08-17,0
597,258,2021-08-17,0
395,328,2021-08-17,0
359,149,2021-08-17,0
726,378,2021-08-17,0
863,202,2021-08-17,1
661,123,2021-08-17,0
599,289,2021-08-17,0
305,301,2021-08-17,0
881,82,2021-08-17,0
860,417,2021-08-17,0
653,32,2021-08-17,0
779,458,2021-08-17,0
359,316,2021-08-17,0
663,19,2021-08-17,0
651,28,2021-08-17,0
179,422,2021-08-17,0
396,429,2021-08-17,0
264,337,2021-08-17,0
210,9,2021-08-17,0
985,408,2021-08-17,1
190,241,2021-08-17,0
820,435,2021-08-17,0
493,161,2021-08-17,0
303,274,2021-08-17,0
379,456,2021-08-17,0
301,322,2021-08-17,0
338,432,2021-08-17,0
449,453,2021-08-17,0
574,288,2021-08-17,0
679,350,2021-08-17,1
174,73,2021-08-17,0
178,338,2021-08-17,1
841,385,2021-08-17,0
906,63,2021-08-17,1
126,443,2021-08-17,0
524,496,2021-08-17,0
155,204,2021-08-17,0
955,305,2021-08-17,0
915,223,2021-08-17,0
917,449,2021-08-17,0
712,385,2021-08-17,0
185,374,2021-08-17,0
570,157,2021-08-17,0
90,196,2021-08-17,0
182,118,2021-08-17,0
443,259,2021-08-17,0
498,62,2021-08-17,0
549,489,2021-08-17,0
678,93,2021-08-17,1
75,15,2021-08-17,0
80,29,2021-08-17,0
335,224,2021-08-17,0
531,205,2021-08-17,0
963,43,2021-08-17,0
481,24,2021-08-17,0
737,328,2021-08-17,0
23,104,2021-08-17,0
436,468,2021-08-17,0
81,474,2021-08-17,0
763,372,2021-08-17,1
591,384,2021-08-17,0
149,135,2021-08-17,0
100,447,2021-08-17,0
580,296,2021-08-17,0
807,392,2021-08-17,0
763,164,2021-08-17,0
785,16,2021-08-17,0
324,325,2021-08-17,0
625,231,2021-08-17,0
254,238,2021-08-17,0
139,457,2021-08-17,0
200,485,2021-08-17,0
201,445,2021-08-17,0
233,162,2021-08-17,0
372,67,2021-08-17,0
590,30,2021-08-17,0
811,373,2021-08-17,1
329,31,2021-08-17,0
443,206,2021-08-17,0
616,124,2021-08-17,0
868,426,2021-08-17,0
166,263,2021-08-17,1
277,88,2021-08-17,0
318,132,2021-08-17,0
207,257,2021-08-17,0
631,263,2021-08-17,0
44,242,2021-08-17,0
48,61,2021-08-17,0
57,12,2021-08-17,0
910,470,2021-08-17,0
823,389,2021-08-17,0
763,419,2021-08-17,0
423,90,2021-08-17,0
451,245,2021-08-17,1
835,124,2021-08-17,0
972,100,2021-08-17,0
39,471,2021-08-17,0
187,360,2021-08-17,0
570,283,2021-08-17,0
18,67,2021-08-17,0
490,206,2021-08-17,0
206,349,2021-08-17,0
654,71,2021-08-17,0
243,46,2021-08-17,0
497,39,2021-08-17,0
100,226,2021-08-17,0
504,30,2021-08-17,0
575,357,2021-08-17,0
980,396,2021-08-17,1
809,92,2021-08-17,0
963,485,2021-08-17,0
233,240,2021-08-17,0
562,444,2021-08-17,0
920,149,2021-08-17,0
674,478,2021-08-17,0
232,3,2021-08-17,0
579,55,2021-08-17,0
937,435,2021-08-17,0
315,498,2021-08-17,0
614,303,2021-08-17,0
58,162,2021-08-17,1
571,4,2021-08-17,0
278,250,2021-08-17,0
889,378,2021-08-17,0
683,85,2021-08-17,1
759,377,2021-08-17,1
845,25,2021-08-17,0
632,451,2021-08-17,0
123,16,2021-08-17,0
216,385,2021-08-17,0
252,216,2021-08-17,0
241,140,2021-08-17,0
795,102,2021-08-17,0
959,41,2021-08-17,0
769,353,2021-08-17,0
887,93,2021-08-17,0
917,26,2021-08-17,0
6,461,2021-08-17,1
998,262,2021-08-17,0
165,196,2021-08-17,0
236,420,2021-08-17,1
450,492,2021-08-17,0
440,296,2021-08-17,0
627,470,2021-08-17,0
624,335,2021-08-17,1
400,384,2021-08-17,0
173,445,2021-08-17,1
683,485,2021-08-17,0
30,439,2021-08-17,1
930,138,2021-08-17,0
568,135,2021-08-17,0
263,64,2021-08-17,0
845,78,2021-08-17,0
341,35,2021-08-17,0
962,227,2021-08-17,0
744,435,2021-08-17,1
793,221,2021-08-17,0
321,324,2021-08-17,0
311,461,2021-08-17,0
317,374,2021-08-17,1
493,215,2021-08-17,0
20,57,2021-08-17,0
848,304,2021-08-17,0
990,365,2021-08-17,0
701,432,2021-08-17,0
126,338,2021-08-17,0
857,170,2021-08-17,0
231,262,2021-08-17,0
